epoch,timestamp,method,vm_id,pm_id
199,1378663500,PABFD,VM_013,12
200,1378663800,Standard_HO,VM_001,13
200,1378663800,Standard_HO,VM_003,19
200,1378663800,Standard_HO,VM_011,19
200,1378663800,Standard_HO,VM_012,19
200,1378663800,Standard_HO,VM_013,13
200,1378663800,Standard_HO,VM_023,13
200,1378663800,Standard_HO,VM_025,19
200,1378663800,WA-AHO,VM_001,14
200,1378663800,WA-AHO,VM_003,19
200,1378663800,WA-AHO,VM_011,19
200,1378663800,WA-AHO,VM_012,19
200,1378663800,WA-AHO,VM_013,19
200,1378663800,WA-AHO,VM_023,19
200,1378663800,WA-AHO,VM_025,14
200,1378663800,PABFD,VM_012,10
200,1378663800,PABFD,VM_011,11
200,1378663800,PABFD,VM_025,12
200,1378663800,PABFD,VM_003,13
200,1378663800,PABFD,VM_023,13
200,1378663800,PABFD,VM_001,11
200,1378663800,PABFD,VM_013,12
201,1378664100,Standard_HO,VM_001,15
201,1378664100,Standard_HO,VM_003,18
201,1378664100,Standard_HO,VM_011,18
201,1378664100,Standard_HO,VM_012,18
201,1378664100,Standard_HO,VM_013,18
201,1378664100,Standard_HO,VM_023,18
201,1378664100,Standard_HO,VM_025,15
201,1378664100,WA-AHO,VM_001,18
201,1378664100,WA-AHO,VM_003,18
201,1378664100,WA-AHO,VM_011,18
201,1378664100,WA-AHO,VM_012,18
201,1378664100,WA-AHO,VM_013,13
201,1378664100,WA-AHO,VM_023,18
201,1378664100,WA-AHO,VM_025,13
201,1378664100,PABFD,VM_012,10
201,1378664100,PABFD,VM_011,11
201,1378664100,PABFD,VM_025,12
201,1378664100,PABFD,VM_003,13
201,1378664100,PABFD,VM_023,13
201,1378664100,PABFD,VM_001,11
201,1378664100,PABFD,VM_013,12
202,1378664400,Standard_HO,VM_001,11
202,1378664400,Standard_HO,VM_003,19
202,1378664400,Standard_HO,VM_011,19
202,1378664400,Standard_HO,VM_012,19
202,1378664400,Standard_HO,VM_013,19
202,1378664400,Standard_HO,VM_023,19
202,1378664400,Standard_HO,VM_025,11
202,1378664400,WA-AHO,VM_001,17
202,1378664400,WA-AHO,VM_003,17
202,1378664400,WA-AHO,VM_011,17
202,1378664400,WA-AHO,VM_012,17
202,1378664400,WA-AHO,VM_013,13
202,1378664400,WA-AHO,VM_023,17
202,1378664400,WA-AHO,VM_025,13
202,1378664400,PABFD,VM_012,10
202,1378664400,PABFD,VM_011,11
202,1378664400,PABFD,VM_025,12
202,1378664400,PABFD,VM_003,13
202,1378664400,PABFD,VM_023,13
202,1378664400,PABFD,VM_001,11
202,1378664400,PABFD,VM_013,12
203,1378664700,Standard_HO,VM_001,13
203,1378664700,Standard_HO,VM_003,18
203,1378664700,Standard_HO,VM_011,18
203,1378664700,Standard_HO,VM_012,18
203,1378664700,Standard_HO,VM_013,18
203,1378664700,Standard_HO,VM_023,18
203,1378664700,Standard_HO,VM_025,13
203,1378664700,WA-AHO,VM_001,10
203,1378664700,WA-AHO,VM_003,10
203,1378664700,WA-AHO,VM_011,19
203,1378664700,WA-AHO,VM_012,19
203,1378664700,WA-AHO,VM_013,10
203,1378664700,WA-AHO,VM_023,19
203,1378664700,WA-AHO,VM_025,19
203,1378664700,PABFD,VM_012,10
203,1378664700,PABFD,VM_011,11
203,1378664700,PABFD,VM_025,12
203,1378664700,PABFD,VM_003,13
203,1378664700,PABFD,VM_023,13
203,1378664700,PABFD,VM_001,11
203,1378664700,PABFD,VM_013,12
204,1378665000,Standard_HO,VM_001,14
204,1378665000,Standard_HO,VM_003,19
204,1378665000,Standard_HO,VM_011,19
204,1378665000,Standard_HO,VM_012,19
204,1378665000,Standard_HO,VM_013,14
204,1378665000,Standard_HO,VM_023,14
204,1378665000,Standard_HO,VM_025,19
204,1378665000,WA-AHO,VM_001,12
204,1378665000,WA-AHO,VM_003,19
204,1378665000,WA-AHO,VM_011,19
204,1378665000,WA-AHO,VM_012,19
204,1378665000,WA-AHO,VM_013,19
204,1378665000,WA-AHO,VM_023,19
204,1378665000,WA-AHO,VM_025,12
204,1378665000,PABFD,VM_012,10
204,1378665000,PABFD,VM_011,11
204,1378665000,PABFD,VM_025,12
204,1378665000,PABFD,VM_003,13
204,1378665000,PABFD,VM_023,13
204,1378665000,PABFD,VM_001,11
204,1378665000,PABFD,VM_013,12
205,1378665300,Standard_HO,VM_001,15
205,1378665300,Standard_HO,VM_003,18
205,1378665300,Standard_HO,VM_011,18
205,1378665300,Standard_HO,VM_012,18
205,1378665300,Standard_HO,VM_013,18
205,1378665300,Standard_HO,VM_023,18
205,1378665300,Standard_HO,VM_025,15
205,1378665300,WA-AHO,VM_001,10
205,1378665300,WA-AHO,VM_003,10
205,1378665300,WA-AHO,VM_011,19
205,1378665300,WA-AHO,VM_012,19
205,1378665300,WA-AHO,VM_013,10
205,1378665300,WA-AHO,VM_023,19
205,1378665300,WA-AHO,VM_025,19
205,1378665300,PABFD,VM_012,10
205,1378665300,PABFD,VM_011,11
205,1378665300,PABFD,VM_025,12
205,1378665300,PABFD,VM_003,13
205,1378665300,PABFD,VM_023,13
205,1378665300,PABFD,VM_001,11
205,1378665300,PABFD,VM_013,12
206,1378665600,Standard_HO,VM_001,18
206,1378665600,Standard_HO,VM_003,18
206,1378665600,Standard_HO,VM_011,11
206,1378665600,Standard_HO,VM_012,18
206,1378665600,Standard_HO,VM_013,11
206,1378665600,Standard_HO,VM_023,18
206,1378665600,Standard_HO,VM_025,18
206,1378665600,WA-AHO,VM_001,19
206,1378665600,WA-AHO,VM_003,19
206,1378665600,WA-AHO,VM_011,10
206,1378665600,WA-AHO,VM_012,19
206,1378665600,WA-AHO,VM_013,10
206,1378665600,WA-AHO,VM_023,19
206,1378665600,WA-AHO,VM_025,19
206,1378665600,PABFD,VM_012,10
206,1378665600,PABFD,VM_011,11
206,1378665600,PABFD,VM_025,12
206,1378665600,PABFD,VM_003,13
206,1378665600,PABFD,VM_023,13
206,1378665600,PABFD,VM_001,11
206,1378665600,PABFD,VM_013,12
207,1378665900,Standard_HO,VM_001,19
207,1378665900,Standard_HO,VM_003,19
207,1378665900,Standard_HO,VM_011,15
207,1378665900,Standard_HO,VM_012,19
207,1378665900,Standard_HO,VM_013,15
207,1378665900,Standard_HO,VM_023,19
207,1378665900,Standard_HO,VM_025,19
207,1378665900,WA-AHO,VM_001,18
207,1378665900,WA-AHO,VM_003,18
207,1378665900,WA-AHO,VM_011,11
207,1378665900,WA-AHO,VM_012,18
207,1378665900,WA-AHO,VM_013,11
207,1378665900,WA-AHO,VM_023,18
207,1378665900,WA-AHO,VM_025,18
207,1378665900,PABFD,VM_012,10
207,1378665900,PABFD,VM_011,11
207,1378665900,PABFD,VM_025,12
207,1378665900,PABFD,VM_003,13
207,1378665900,PABFD,VM_023,13
207,1378665900,PABFD,VM_001,11
207,1378665900,PABFD,VM_013,12
208,1378666200,Standard_HO,VM_001,18
208,1378666200,Standard_HO,VM_003,18
208,1378666200,Standard_HO,VM_011,15
208,1378666200,Standard_HO,VM_012,18
208,1378666200,Standard_HO,VM_013,15
208,1378666200,Standard_HO,VM_023,18
208,1378666200,Standard_HO,VM_025,18
208,1378666200,WA-AHO,VM_001,19
208,1378666200,WA-AHO,VM_003,19
208,1378666200,WA-AHO,VM_011,13
208,1378666200,WA-AHO,VM_012,19
208,1378666200,WA-AHO,VM_013,13
208,1378666200,WA-AHO,VM_023,19
208,1378666200,WA-AHO,VM_025,19
208,1378666200,PABFD,VM_012,10
208,1378666200,PABFD,VM_011,11
208,1378666200,PABFD,VM_025,12
208,1378666200,PABFD,VM_003,13
208,1378666200,PABFD,VM_023,13
208,1378666200,PABFD,VM_001,11
208,1378666200,PABFD,VM_013,12
209,1378666500,Standard_HO,VM_001,14
209,1378666500,Standard_HO,VM_003,18
209,1378666500,Standard_HO,VM_011,18
209,1378666500,Standard_HO,VM_012,18
209,1378666500,Standard_HO,VM_013,18
209,1378666500,Standard_HO,VM_023,18
209,1378666500,Standard_HO,VM_025,14
209,1378666500,WA-AHO,VM_001,13
209,1378666500,WA-AHO,VM_003,17
209,1378666500,WA-AHO,VM_011,17
209,1378666500,WA-AHO,VM_012,17
209,1378666500,WA-AHO,VM_013,17
209,1378666500,WA-AHO,VM_023,17
209,1378666500,WA-AHO,VM_025,13
209,1378666500,PABFD,VM_012,10
209,1378666500,PABFD,VM_011,11
209,1378666500,PABFD,VM_025,12
209,1378666500,PABFD,VM_003,13
209,1378666500,PABFD,VM_023,13
209,1378666500,PABFD,VM_001,11
209,1378666500,PABFD,VM_013,12
210,1378666800,Standard_HO,VM_001,19
210,1378666800,Standard_HO,VM_003,19
210,1378666800,Standard_HO,VM_011,14
210,1378666800,Standard_HO,VM_012,19
210,1378666800,Standard_HO,VM_013,14
210,1378666800,Standard_HO,VM_023,19
210,1378666800,Standard_HO,VM_025,19
210,1378666800,WA-AHO,VM_001,19
210,1378666800,WA-AHO,VM_003,19
210,1378666800,WA-AHO,VM_011,10
210,1378666800,WA-AHO,VM_012,19
210,1378666800,WA-AHO,VM_013,10
210,1378666800,WA-AHO,VM_023,19
210,1378666800,WA-AHO,VM_025,19
210,1378666800,PABFD,VM_012,10
210,1378666800,PABFD,VM_011,11
210,1378666800,PABFD,VM_025,12
210,1378666800,PABFD,VM_003,13
210,1378666800,PABFD,VM_023,13
210,1378666800,PABFD,VM_001,11
210,1378666800,PABFD,VM_013,12
211,1378667100,Standard_HO,VM_001,11
211,1378667100,Standard_HO,VM_003,17
211,1378667100,Standard_HO,VM_011,17
211,1378667100,Standard_HO,VM_012,17
211,1378667100,Standard_HO,VM_013,17
211,1378667100,Standard_HO,VM_023,17
211,1378667100,Standard_HO,VM_025,11
211,1378667100,WA-AHO,VM_001,11
211,1378667100,WA-AHO,VM_003,19
211,1378667100,WA-AHO,VM_011,19
211,1378667100,WA-AHO,VM_012,19
211,1378667100,WA-AHO,VM_013,19
211,1378667100,WA-AHO,VM_023,19
211,1378667100,WA-AHO,VM_025,11
211,1378667100,PABFD,VM_012,10
211,1378667100,PABFD,VM_011,11
211,1378667100,PABFD,VM_025,12
211,1378667100,PABFD,VM_003,13
211,1378667100,PABFD,VM_023,13
211,1378667100,PABFD,VM_001,11
211,1378667100,PABFD,VM_013,12
212,1378667400,Standard_HO,VM_001,11
212,1378667400,Standard_HO,VM_003,18
212,1378667400,Standard_HO,VM_011,18
212,1378667400,Standard_HO,VM_012,18
212,1378667400,Standard_HO,VM_013,11
212,1378667400,Standard_HO,VM_023,11
212,1378667400,Standard_HO,VM_025,18
212,1378667400,WA-AHO,VM_001,19
212,1378667400,WA-AHO,VM_003,19
212,1378667400,WA-AHO,VM_011,19
212,1378667400,WA-AHO,VM_012,19
212,1378667400,WA-AHO,VM_013,12
212,1378667400,WA-AHO,VM_023,19
212,1378667400,WA-AHO,VM_025,12
212,1378667400,PABFD,VM_012,10
212,1378667400,PABFD,VM_011,11
212,1378667400,PABFD,VM_025,12
212,1378667400,PABFD,VM_003,13
212,1378667400,PABFD,VM_023,13
212,1378667400,PABFD,VM_001,11
212,1378667400,PABFD,VM_013,12
213,1378667700,Standard_HO,VM_001,15
213,1378667700,Standard_HO,VM_003,19
213,1378667700,Standard_HO,VM_011,19
213,1378667700,Standard_HO,VM_012,19
213,1378667700,Standard_HO,VM_013,15
213,1378667700,Standard_HO,VM_023,15
213,1378667700,Standard_HO,VM_025,19
213,1378667700,WA-AHO,VM_001,17
213,1378667700,WA-AHO,VM_003,14
213,1378667700,WA-AHO,VM_011,17
213,1378667700,WA-AHO,VM_012,17
213,1378667700,WA-AHO,VM_013,17
213,1378667700,WA-AHO,VM_023,14
213,1378667700,WA-AHO,VM_025,17
213,1378667700,PABFD,VM_012,10
213,1378667700,PABFD,VM_011,11
213,1378667700,PABFD,VM_025,12
213,1378667700,PABFD,VM_003,13
213,1378667700,PABFD,VM_023,13
213,1378667700,PABFD,VM_001,11
213,1378667700,PABFD,VM_013,12
214,1378668000,Standard_HO,VM_001,11
214,1378668000,Standard_HO,VM_003,19
214,1378668000,Standard_HO,VM_011,19
214,1378668000,Standard_HO,VM_012,19
214,1378668000,Standard_HO,VM_013,11
214,1378668000,Standard_HO,VM_023,11
214,1378668000,Standard_HO,VM_025,19
214,1378668000,WA-AHO,VM_001,13
214,1378668000,WA-AHO,VM_003,13
214,1378668000,WA-AHO,VM_011,16
214,1378668000,WA-AHO,VM_012,16
214,1378668000,WA-AHO,VM_013,13
214,1378668000,WA-AHO,VM_023,16
214,1378668000,WA-AHO,VM_025,16
214,1378668000,PABFD,VM_012,10
214,1378668000,PABFD,VM_011,11
214,1378668000,PABFD,VM_025,12
214,1378668000,PABFD,VM_003,13
214,1378668000,PABFD,VM_023,13
214,1378668000,PABFD,VM_001,11
214,1378668000,PABFD,VM_013,12
215,1378668300,Standard_HO,VM_001,11
215,1378668300,Standard_HO,VM_003,16
215,1378668300,Standard_HO,VM_011,16
215,1378668300,Standard_HO,VM_012,16
215,1378668300,Standard_HO,VM_013,16
215,1378668300,Standard_HO,VM_023,16
215,1378668300,Standard_HO,VM_025,11
215,1378668300,WA-AHO,VM_001,11
215,1378668300,WA-AHO,VM_003,19
215,1378668300,WA-AHO,VM_011,19
215,1378668300,WA-AHO,VM_012,19
215,1378668300,WA-AHO,VM_013,19
215,1378668300,WA-AHO,VM_023,19
215,1378668300,WA-AHO,VM_025,11
215,1378668300,PABFD,VM_012,10
215,1378668300,PABFD,VM_011,11
215,1378668300,PABFD,VM_025,12
215,1378668300,PABFD,VM_003,13
215,1378668300,PABFD,VM_023,13
215,1378668300,PABFD,VM_001,11
215,1378668300,PABFD,VM_013,12
216,1378668600,Standard_HO,VM_001,13
216,1378668600,Standard_HO,VM_003,17
216,1378668600,Standard_HO,VM_011,17
216,1378668600,Standard_HO,VM_012,17
216,1378668600,Standard_HO,VM_013,17
216,1378668600,Standard_HO,VM_023,17
216,1378668600,Standard_HO,VM_025,13
216,1378668600,WA-AHO,VM_001,18
216,1378668600,WA-AHO,VM_003,18
216,1378668600,WA-AHO,VM_011,18
216,1378668600,WA-AHO,VM_012,18
216,1378668600,WA-AHO,VM_013,15
216,1378668600,WA-AHO,VM_023,18
216,1378668600,WA-AHO,VM_025,15
216,1378668600,PABFD,VM_012,10
216,1378668600,PABFD,VM_011,11
216,1378668600,PABFD,VM_025,12
216,1378668600,PABFD,VM_003,13
216,1378668600,PABFD,VM_023,13
216,1378668600,PABFD,VM_001,11
216,1378668600,PABFD,VM_013,12
217,1378668900,Standard_HO,VM_001,12
217,1378668900,Standard_HO,VM_003,18
217,1378668900,Standard_HO,VM_011,18
217,1378668900,Standard_HO,VM_012,18
217,1378668900,Standard_HO,VM_013,12
217,1378668900,Standard_HO,VM_023,12
217,1378668900,Standard_HO,VM_025,18
217,1378668900,WA-AHO,VM_001,12
217,1378668900,WA-AHO,VM_003,18
217,1378668900,WA-AHO,VM_011,18
217,1378668900,WA-AHO,VM_012,18
217,1378668900,WA-AHO,VM_013,12
217,1378668900,WA-AHO,VM_023,12
217,1378668900,WA-AHO,VM_025,18
217,1378668900,PABFD,VM_012,10
217,1378668900,PABFD,VM_011,11
217,1378668900,PABFD,VM_025,12
217,1378668900,PABFD,VM_003,13
217,1378668900,PABFD,VM_023,13
217,1378668900,PABFD,VM_001,11
217,1378668900,PABFD,VM_013,12
218,1378669200,Standard_HO,VM_001,15
218,1378669200,Standard_HO,VM_003,17
218,1378669200,Standard_HO,VM_011,17
218,1378669200,Standard_HO,VM_012,17
218,1378669200,Standard_HO,VM_013,15
218,1378669200,Standard_HO,VM_023,15
218,1378669200,Standard_HO,VM_025,17
218,1378669200,WA-AHO,VM_001,15
218,1378669200,WA-AHO,VM_003,16
218,1378669200,WA-AHO,VM_011,16
218,1378669200,WA-AHO,VM_012,16
218,1378669200,WA-AHO,VM_013,16
218,1378669200,WA-AHO,VM_023,16
218,1378669200,WA-AHO,VM_025,15
218,1378669200,PABFD,VM_012,10
218,1378669200,PABFD,VM_011,11
218,1378669200,PABFD,VM_025,12
218,1378669200,PABFD,VM_003,13
218,1378669200,PABFD,VM_023,13
218,1378669200,PABFD,VM_001,11
218,1378669200,PABFD,VM_013,12
219,1378669500,Standard_HO,VM_001,10
219,1378669500,Standard_HO,VM_003,19
219,1378669500,Standard_HO,VM_011,10
219,1378669500,Standard_HO,VM_012,19
219,1378669500,Standard_HO,VM_013,19
219,1378669500,Standard_HO,VM_023,19
219,1378669500,Standard_HO,VM_025,19
219,1378669500,WA-AHO,VM_001,13
219,1378669500,WA-AHO,VM_003,19
219,1378669500,WA-AHO,VM_011,19
219,1378669500,WA-AHO,VM_012,19
219,1378669500,WA-AHO,VM_013,13
219,1378669500,WA-AHO,VM_023,13
219,1378669500,WA-AHO,VM_025,19
219,1378669500,PABFD,VM_012,10
219,1378669500,PABFD,VM_011,11
219,1378669500,PABFD,VM_025,12
219,1378669500,PABFD,VM_003,13
219,1378669500,PABFD,VM_023,13
219,1378669500,PABFD,VM_001,11
219,1378669500,PABFD,VM_013,12
220,1378669800,Standard_HO,VM_001,15
220,1378669800,Standard_HO,VM_003,16
220,1378669800,Standard_HO,VM_011,16
220,1378669800,Standard_HO,VM_012,16
220,1378669800,Standard_HO,VM_013,15
220,1378669800,Standard_HO,VM_023,15
220,1378669800,Standard_HO,VM_025,16
220,1378669800,WA-AHO,VM_001,15
220,1378669800,WA-AHO,VM_003,16
220,1378669800,WA-AHO,VM_011,15
220,1378669800,WA-AHO,VM_012,16
220,1378669800,WA-AHO,VM_013,16
220,1378669800,WA-AHO,VM_023,16
220,1378669800,WA-AHO,VM_025,16
220,1378669800,PABFD,VM_012,10
220,1378669800,PABFD,VM_011,11
220,1378669800,PABFD,VM_025,12
220,1378669800,PABFD,VM_003,13
220,1378669800,PABFD,VM_023,13
220,1378669800,PABFD,VM_001,11
220,1378669800,PABFD,VM_013,12
221,1378670100,Standard_HO,VM_001,10
221,1378670100,Standard_HO,VM_003,18
221,1378670100,Standard_HO,VM_011,18
221,1378670100,Standard_HO,VM_012,18
221,1378670100,Standard_HO,VM_013,18
221,1378670100,Standard_HO,VM_023,18
221,1378670100,Standard_HO,VM_025,10
221,1378670100,WA-AHO,VM_001,14
221,1378670100,WA-AHO,VM_003,17
221,1378670100,WA-AHO,VM_011,14
221,1378670100,WA-AHO,VM_012,17
221,1378670100,WA-AHO,VM_013,17
221,1378670100,WA-AHO,VM_023,17
221,1378670100,WA-AHO,VM_025,17
221,1378670100,PABFD,VM_012,10
221,1378670100,PABFD,VM_011,11
221,1378670100,PABFD,VM_025,12
221,1378670100,PABFD,VM_003,13
221,1378670100,PABFD,VM_023,13
221,1378670100,PABFD,VM_001,11
221,1378670100,PABFD,VM_013,12
222,1378670400,Standard_HO,VM_001,14
222,1378670400,Standard_HO,VM_003,19
222,1378670400,Standard_HO,VM_011,19
222,1378670400,Standard_HO,VM_012,19
222,1378670400,Standard_HO,VM_013,19
222,1378670400,Standard_HO,VM_023,19
222,1378670400,Standard_HO,VM_025,14
222,1378670400,WA-AHO,VM_001,15
222,1378670400,WA-AHO,VM_003,19
222,1378670400,WA-AHO,VM_011,19
222,1378670400,WA-AHO,VM_012,19
222,1378670400,WA-AHO,VM_013,19
222,1378670400,WA-AHO,VM_023,19
222,1378670400,WA-AHO,VM_025,15
222,1378670400,PABFD,VM_012,10
222,1378670400,PABFD,VM_011,11
222,1378670400,PABFD,VM_025,12
222,1378670400,PABFD,VM_003,13
222,1378670400,PABFD,VM_023,13
222,1378670400,PABFD,VM_001,11
222,1378670400,PABFD,VM_013,12
223,1378670700,Standard_HO,VM_001,17
223,1378670700,Standard_HO,VM_003,17
223,1378670700,Standard_HO,VM_011,15
223,1378670700,Standard_HO,VM_012,17
223,1378670700,Standard_HO,VM_013,15
223,1378670700,Standard_HO,VM_023,17
223,1378670700,Standard_HO,VM_025,17
223,1378670700,WA-AHO,VM_001,17
223,1378670700,WA-AHO,VM_003,17
223,1378670700,WA-AHO,VM_011,15
223,1378670700,WA-AHO,VM_012,17
223,1378670700,WA-AHO,VM_013,15
223,1378670700,WA-AHO,VM_023,17
223,1378670700,WA-AHO,VM_025,17
223,1378670700,PABFD,VM_012,10
223,1378670700,PABFD,VM_011,11
223,1378670700,PABFD,VM_025,12
223,1378670700,PABFD,VM_003,13
223,1378670700,PABFD,VM_023,13
223,1378670700,PABFD,VM_001,11
223,1378670700,PABFD,VM_013,12
224,1378671000,Standard_HO,VM_001,11
224,1378671000,Standard_HO,VM_003,18
224,1378671000,Standard_HO,VM_011,18
224,1378671000,Standard_HO,VM_012,18
224,1378671000,Standard_HO,VM_013,18
224,1378671000,Standard_HO,VM_023,18
224,1378671000,Standard_HO,VM_025,11
224,1378671000,WA-AHO,VM_001,14
224,1378671000,WA-AHO,VM_003,17
224,1378671000,WA-AHO,VM_011,17
224,1378671000,WA-AHO,VM_012,17
224,1378671000,WA-AHO,VM_013,17
224,1378671000,WA-AHO,VM_023,17
224,1378671000,WA-AHO,VM_025,14
224,1378671000,PABFD,VM_012,10
224,1378671000,PABFD,VM_011,11
224,1378671000,PABFD,VM_025,12
224,1378671000,PABFD,VM_003,13
224,1378671000,PABFD,VM_023,13
224,1378671000,PABFD,VM_001,11
224,1378671000,PABFD,VM_013,12
225,1378671300,Standard_HO,VM_001,14
225,1378671300,Standard_HO,VM_003,18
225,1378671300,Standard_HO,VM_011,18
225,1378671300,Standard_HO,VM_012,18
225,1378671300,Standard_HO,VM_013,18
225,1378671300,Standard_HO,VM_023,18
225,1378671300,Standard_HO,VM_025,14
225,1378671300,WA-AHO,VM_001,15
225,1378671300,WA-AHO,VM_003,17
225,1378671300,WA-AHO,VM_011,17
225,1378671300,WA-AHO,VM_012,17
225,1378671300,WA-AHO,VM_013,17
225,1378671300,WA-AHO,VM_023,17
225,1378671300,WA-AHO,VM_025,15
225,1378671300,PABFD,VM_012,10
225,1378671300,PABFD,VM_011,11
225,1378671300,PABFD,VM_025,12
225,1378671300,PABFD,VM_003,13
225,1378671300,PABFD,VM_023,13
225,1378671300,PABFD,VM_001,11
225,1378671300,PABFD,VM_013,12
226,1378671600,Standard_HO,VM_001,10
226,1378671600,Standard_HO,VM_003,17
226,1378671600,Standard_HO,VM_011,17
226,1378671600,Standard_HO,VM_012,17
226,1378671600,Standard_HO,VM_013,17
226,1378671600,Standard_HO,VM_023,17
226,1378671600,Standard_HO,VM_025,10
226,1378671600,WA-AHO,VM_001,15
226,1378671600,WA-AHO,VM_003,17
226,1378671600,WA-AHO,VM_011,17
226,1378671600,WA-AHO,VM_012,17
226,1378671600,WA-AHO,VM_013,17
226,1378671600,WA-AHO,VM_023,17
226,1378671600,WA-AHO,VM_025,15
226,1378671600,PABFD,VM_012,10
226,1378671600,PABFD,VM_011,11
226,1378671600,PABFD,VM_025,12
226,1378671600,PABFD,VM_003,13
226,1378671600,PABFD,VM_023,13
226,1378671600,PABFD,VM_001,11
226,1378671600,PABFD,VM_013,12
227,1378671900,Standard_HO,VM_001,12
227,1378671900,Standard_HO,VM_003,19
227,1378671900,Standard_HO,VM_011,19
227,1378671900,Standard_HO,VM_012,19
227,1378671900,Standard_HO,VM_013,12
227,1378671900,Standard_HO,VM_023,12
227,1378671900,Standard_HO,VM_025,19
227,1378671900,WA-AHO,VM_001,11
227,1378671900,WA-AHO,VM_003,11
227,1378671900,WA-AHO,VM_011,17
227,1378671900,WA-AHO,VM_012,17
227,1378671900,WA-AHO,VM_013,11
227,1378671900,WA-AHO,VM_023,17
227,1378671900,WA-AHO,VM_025,17
227,1378671900,PABFD,VM_012,10
227,1378671900,PABFD,VM_011,11
227,1378671900,PABFD,VM_025,12
227,1378671900,PABFD,VM_003,13
227,1378671900,PABFD,VM_023,13
227,1378671900,PABFD,VM_001,11
227,1378671900,PABFD,VM_013,12
228,1378672200,Standard_HO,VM_001,19
228,1378672200,Standard_HO,VM_003,19
228,1378672200,Standard_HO,VM_011,15
228,1378672200,Standard_HO,VM_012,19
228,1378672200,Standard_HO,VM_013,15
228,1378672200,Standard_HO,VM_023,19
228,1378672200,Standard_HO,VM_025,19
228,1378672200,WA-AHO,VM_001,16
228,1378672200,WA-AHO,VM_003,16
228,1378672200,WA-AHO,VM_011,15
228,1378672200,WA-AHO,VM_012,16
228,1378672200,WA-AHO,VM_013,15
228,1378672200,WA-AHO,VM_023,16
228,1378672200,WA-AHO,VM_025,16
228,1378672200,PABFD,VM_012,10
228,1378672200,PABFD,VM_011,11
228,1378672200,PABFD,VM_025,12
228,1378672200,PABFD,VM_003,13
228,1378672200,PABFD,VM_023,13
228,1378672200,PABFD,VM_001,11
228,1378672200,PABFD,VM_013,12
229,1378672500,Standard_HO,VM_001,13
229,1378672500,Standard_HO,VM_003,18
229,1378672500,Standard_HO,VM_011,18
229,1378672500,Standard_HO,VM_012,18
229,1378672500,Standard_HO,VM_013,13
229,1378672500,Standard_HO,VM_023,13
229,1378672500,Standard_HO,VM_025,18
229,1378672500,WA-AHO,VM_001,17
229,1378672500,WA-AHO,VM_003,17
229,1378672500,WA-AHO,VM_011,17
229,1378672500,WA-AHO,VM_012,17
229,1378672500,WA-AHO,VM_013,13
229,1378672500,WA-AHO,VM_023,17
229,1378672500,WA-AHO,VM_025,13
229,1378672500,PABFD,VM_012,10
229,1378672500,PABFD,VM_011,11
229,1378672500,PABFD,VM_025,12
229,1378672500,PABFD,VM_003,13
229,1378672500,PABFD,VM_023,13
229,1378672500,PABFD,VM_001,11
229,1378672500,PABFD,VM_013,12
230,1378672800,Standard_HO,VM_001,12
230,1378672800,Standard_HO,VM_003,19
230,1378672800,Standard_HO,VM_011,19
230,1378672800,Standard_HO,VM_012,19
230,1378672800,Standard_HO,VM_013,12
230,1378672800,Standard_HO,VM_023,12
230,1378672800,Standard_HO,VM_025,19
230,1378672800,WA-AHO,VM_001,15
230,1378672800,WA-AHO,VM_003,17
230,1378672800,WA-AHO,VM_011,17
230,1378672800,WA-AHO,VM_012,17
230,1378672800,WA-AHO,VM_013,17
230,1378672800,WA-AHO,VM_023,17
230,1378672800,WA-AHO,VM_025,15
230,1378672800,PABFD,VM_012,10
230,1378672800,PABFD,VM_011,11
230,1378672800,PABFD,VM_025,12
230,1378672800,PABFD,VM_003,13
230,1378672800,PABFD,VM_023,13
230,1378672800,PABFD,VM_001,11
230,1378672800,PABFD,VM_013,12
231,1378673100,Standard_HO,VM_001,19
231,1378673100,Standard_HO,VM_003,19
231,1378673100,Standard_HO,VM_011,13
231,1378673100,Standard_HO,VM_012,19
231,1378673100,Standard_HO,VM_013,13
231,1378673100,Standard_HO,VM_023,19
231,1378673100,Standard_HO,VM_025,19
231,1378673100,WA-AHO,VM_001,19
231,1378673100,WA-AHO,VM_003,19
231,1378673100,WA-AHO,VM_011,15
231,1378673100,WA-AHO,VM_012,19
231,1378673100,WA-AHO,VM_013,15
231,1378673100,WA-AHO,VM_023,19
231,1378673100,WA-AHO,VM_025,19
231,1378673100,PABFD,VM_012,10
231,1378673100,PABFD,VM_011,11
231,1378673100,PABFD,VM_025,12
231,1378673100,PABFD,VM_003,13
231,1378673100,PABFD,VM_023,13
231,1378673100,PABFD,VM_001,11
231,1378673100,PABFD,VM_013,12
232,1378673400,Standard_HO,VM_001,15
232,1378673400,Standard_HO,VM_003,19
232,1378673400,Standard_HO,VM_011,15
232,1378673400,Standard_HO,VM_012,19
232,1378673400,Standard_HO,VM_013,19
232,1378673400,Standard_HO,VM_023,19
232,1378673400,Standard_HO,VM_025,19
232,1378673400,WA-AHO,VM_001,11
232,1378673400,WA-AHO,VM_003,18
232,1378673400,WA-AHO,VM_011,18
232,1378673400,WA-AHO,VM_012,18
232,1378673400,WA-AHO,VM_013,18
232,1378673400,WA-AHO,VM_023,18
232,1378673400,WA-AHO,VM_025,11
