epoch,timestamp,method,vm_id,pm_id
11,1378607100,WA-AHO,VM_003,17
11,1378607100,WA-AHO,VM_011,17
11,1378607100,WA-AHO,VM_012,17
11,1378607100,WA-AHO,VM_013,17
11,1378607100,PABFD,VM_012,10
11,1378607100,PABFD,VM_011,11
11,1378607100,PABFD,VM_003,12
11,1378607100,PABFD,VM_001,11
11,1378607100,PABFD,VM_013,12
12,1378607400,Standard_HO,VM_001,16
12,1378607400,Standard_HO,VM_003,16
12,1378607400,Standard_HO,VM_011,16
12,1378607400,Standard_HO,VM_012,16
12,1378607400,Standard_HO,VM_013,16
12,1378607400,WA-AHO,VM_001,16
12,1378607400,WA-AHO,VM_003,16
12,1378607400,WA-AHO,VM_011,16
12,1378607400,WA-AHO,VM_012,16
12,1378607400,WA-AHO,VM_013,16
12,1378607400,PABFD,VM_012,10
12,1378607400,PABFD,VM_011,11
12,1378607400,PABFD,VM_003,12
12,1378607400,PABFD,VM_001,11
12,1378607400,PABFD,VM_013,12
13,1378607700,Standard_HO,VM_001,19
13,1378607700,Standard_HO,VM_003,19
13,1378607700,Standard_HO,VM_011,19
13,1378607700,Standard_HO,VM_012,19
13,1378607700,Standard_HO,VM_013,19
13,1378607700,WA-AHO,VM_001,19
13,1378607700,WA-AHO,VM_003,19
13,1378607700,WA-AHO,VM_011,19
13,1378607700,WA-AHO,VM_012,19
13,1378607700,WA-AHO,VM_013,19
13,1378607700,PABFD,VM_012,10
13,1378607700,PABFD,VM_011,11
13,1378607700,PABFD,VM_003,12
13,1378607700,PABFD,VM_001,11
13,1378607700,PABFD,VM_013,12
14,1378608000,Standard_HO,VM_001,18
14,1378608000,Standard_HO,VM_003,18
14,1378608000,Standard_HO,VM_011,18
14,1378608000,Standard_HO,VM_012,18
14,1378608000,Standard_HO,VM_013,18
14,1378608000,WA-AHO,VM_001,18
14,1378608000,WA-AHO,VM_003,18
14,1378608000,WA-AHO,VM_011,18
14,1378608000,WA-AHO,VM_012,18
14,1378608000,WA-AHO,VM_013,18
14,1378608000,PABFD,VM_012,10
14,1378608000,PABFD,VM_011,11
14,1378608000,PABFD,VM_003,12
14,1378608000,PABFD,VM_001,11
14,1378608000,PABFD,VM_013,12
15,1378608300,Standard_HO,VM_001,17
15,1378608300,Standard_HO,VM_003,17
15,1378608300,Standard_HO,VM_011,17
15,1378608300,Standard_HO,VM_012,17
15,1378608300,Standard_HO,VM_013,17
15,1378608300,WA-AHO,VM_001,19
15,1378608300,WA-AHO,VM_003,19
15,1378608300,WA-AHO,VM_011,19
15,1378608300,WA-AHO,VM_012,19
15,1378608300,WA-AHO,VM_013,19
15,1378608300,PABFD,VM_012,10
15,1378608300,PABFD,VM_011,11
15,1378608300,PABFD,VM_003,12
15,1378608300,PABFD,VM_001,11
15,1378608300,PABFD,VM_013,12
16,1378608600,Standard_HO,VM_001,16
16,1378608600,Standard_HO,VM_003,16
16,1378608600,Standard_HO,VM_011,16
16,1378608600,Standard_HO,VM_012,16
16,1378608600,Standard_HO,VM_013,16
16,1378608600,WA-AHO,VM_001,17
16,1378608600,WA-AHO,VM_003,17
16,1378608600,WA-AHO,VM_011,17
16,1378608600,WA-AHO,VM_012,17
16,1378608600,WA-AHO,VM_013,17
16,1378608600,PABFD,VM_012,10
16,1378608600,PABFD,VM_011,11
16,1378608600,PABFD,VM_003,12
16,1378608600,PABFD,VM_001,11
16,1378608600,PABFD,VM_013,12
17,1378608900,Standard_HO,VM_001,18
17,1378608900,Standard_HO,VM_003,18
17,1378608900,Standard_HO,VM_011,18
17,1378608900,Standard_HO,VM_012,18
17,1378608900,Standard_HO,VM_013,18
17,1378608900,WA-AHO,VM_001,18
17,1378608900,WA-AHO,VM_003,18
17,1378608900,WA-AHO,VM_011,18
17,1378608900,WA-AHO,VM_012,18
17,1378608900,WA-AHO,VM_013,18
17,1378608900,PABFD,VM_012,10
17,1378608900,PABFD,VM_011,11
17,1378608900,PABFD,VM_003,12
17,1378608900,PABFD,VM_001,11
17,1378608900,PABFD,VM_013,12
18,1378609200,Standard_HO,VM_001,18
18,1378609200,Standard_HO,VM_003,18
18,1378609200,Standard_HO,VM_011,18
18,1378609200,Standard_HO,VM_012,18
18,1378609200,Standard_HO,VM_013,18
18,1378609200,WA-AHO,VM_001,16
18,1378609200,WA-AHO,VM_003,16
18,1378609200,WA-AHO,VM_011,16
18,1378609200,WA-AHO,VM_012,16
18,1378609200,WA-AHO,VM_013,16
18,1378609200,PABFD,VM_012,10
18,1378609200,PABFD,VM_011,11
18,1378609200,PABFD,VM_003,12
18,1378609200,PABFD,VM_001,11
18,1378609200,PABFD,VM_013,12
19,1378609500,Standard_HO,VM_001,16
19,1378609500,Standard_HO,VM_003,16
19,1378609500,Standard_HO,VM_011,16
19,1378609500,Standard_HO,VM_012,16
19,1378609500,Standard_HO,VM_013,16
19,1378609500,WA-AHO,VM_001,16
19,1378609500,WA-AHO,VM_003,16
19,1378609500,WA-AHO,VM_011,16
19,1378609500,WA-AHO,VM_012,16
19,1378609500,WA-AHO,VM_013,16
19,1378609500,PABFD,VM_012,10
19,1378609500,PABFD,VM_011,11
19,1378609500,PABFD,VM_003,12
19,1378609500,PABFD,VM_001,11
19,1378609500,PABFD,VM_013,12
20,1378609800,Standard_HO,VM_001,19
20,1378609800,Standard_HO,VM_003,19
20,1378609800,Standard_HO,VM_011,19
20,1378609800,Standard_HO,VM_012,19
20,1378609800,Standard_HO,VM_013,19
20,1378609800,WA-AHO,VM_001,18
20,1378609800,WA-AHO,VM_003,18
20,1378609800,WA-AHO,VM_011,18
20,1378609800,WA-AHO,VM_012,18
20,1378609800,WA-AHO,VM_013,18
20,1378609800,PABFD,VM_012,10
20,1378609800,PABFD,VM_011,11
20,1378609800,PABFD,VM_003,12
20,1378609800,PABFD,VM_001,11
20,1378609800,PABFD,VM_013,12
21,1378610100,Standard_HO,VM_001,19
21,1378610100,Standard_HO,VM_003,19
21,1378610100,Standard_HO,VM_011,19
21,1378610100,Standard_HO,VM_012,19
21,1378610100,Standard_HO,VM_013,19
21,1378610100,WA-AHO,VM_001,19
21,1378610100,WA-AHO,VM_003,19
21,1378610100,WA-AHO,VM_011,19
21,1378610100,WA-AHO,VM_012,19
21,1378610100,WA-AHO,VM_013,19
21,1378610100,PABFD,VM_012,10
21,1378610100,PABFD,VM_011,11
21,1378610100,PABFD,VM_003,12
21,1378610100,PABFD,VM_001,11
21,1378610100,PABFD,VM_013,12
22,1378610400,Standard_HO,VM_001,17
22,1378610400,Standard_HO,VM_003,17
22,1378610400,Standard_HO,VM_011,17
22,1378610400,Standard_HO,VM_012,17
22,1378610400,Standard_HO,VM_013,17
22,1378610400,WA-AHO,VM_001,17
22,1378610400,WA-AHO,VM_003,17
22,1378610400,WA-AHO,VM_011,17
22,1378610400,WA-AHO,VM_012,17
22,1378610400,WA-AHO,VM_013,17
22,1378610400,PABFD,VM_012,10
22,1378610400,PABFD,VM_011,11
22,1378610400,PABFD,VM_003,12
22,1378610400,PABFD,VM_001,11
22,1378610400,PABFD,VM_013,12
23,1378610700,Standard_HO,VM_001,16
23,1378610700,Standard_HO,VM_003,16
23,1378610700,Standard_HO,VM_011,16
23,1378610700,Standard_HO,VM_012,16
23,1378610700,Standard_HO,VM_013,16
23,1378610700,WA-AHO,VM_001,16
23,1378610700,WA-AHO,VM_003,16
23,1378610700,WA-AHO,VM_011,16
23,1378610700,WA-AHO,VM_012,16
23,1378610700,WA-AHO,VM_013,16
23,1378610700,PABFD,VM_012,10
23,1378610700,PABFD,VM_011,11
23,1378610700,PABFD,VM_003,12
23,1378610700,PABFD,VM_001,11
23,1378610700,PABFD,VM_013,12
24,1378611000,Standard_HO,VM_001,18
24,1378611000,Standard_HO,VM_003,18
24,1378611000,Standard_HO,VM_011,18
24,1378611000,Standard_HO,VM_012,18
24,1378611000,Standard_HO,VM_013,18
24,1378611000,WA-AHO,VM_001,17
24,1378611000,WA-AHO,VM_003,17
24,1378611000,WA-AHO,VM_011,17
24,1378611000,WA-AHO,VM_012,17
24,1378611000,WA-AHO,VM_013,17
24,1378611000,PABFD,VM_012,10
24,1378611000,PABFD,VM_011,11
24,1378611000,PABFD,VM_003,12
24,1378611000,PABFD,VM_001,11
24,1378611000,PABFD,VM_013,12
25,1378611300,Standard_HO,VM_001,18
25,1378611300,Standard_HO,VM_003,18
25,1378611300,Standard_HO,VM_011,18
25,1378611300,Standard_HO,VM_012,18
25,1378611300,Standard_HO,VM_013,18
25,1378611300,WA-AHO,VM_001,18
25,1378611300,WA-AHO,VM_003,18
25,1378611300,WA-AHO,VM_011,18
25,1378611300,WA-AHO,VM_012,18
25,1378611300,WA-AHO,VM_013,18
25,1378611300,PABFD,VM_012,10
25,1378611300,PABFD,VM_011,11
25,1378611300,PABFD,VM_003,12
25,1378611300,PABFD,VM_001,11
25,1378611300,PABFD,VM_013,12
26,1378611600,Standard_HO,VM_001,18
26,1378611600,Standard_HO,VM_003,18
26,1378611600,Standard_HO,VM_011,18
26,1378611600,Standard_HO,VM_012,18
26,1378611600,Standard_HO,VM_013,18
26,1378611600,WA-AHO,VM_001,18
26,1378611600,WA-AHO,VM_003,18
26,1378611600,WA-AHO,VM_011,18
26,1378611600,WA-AHO,VM_012,18
26,1378611600,WA-AHO,VM_013,18
26,1378611600,PABFD,VM_012,10
26,1378611600,PABFD,VM_011,11
26,1378611600,PABFD,VM_003,12
26,1378611600,PABFD,VM_001,11
26,1378611600,PABFD,VM_013,12
27,1378611900,Standard_HO,VM_001,19
27,1378611900,Standard_HO,VM_003,19
27,1378611900,Standard_HO,VM_011,19
27,1378611900,Standard_HO,VM_012,19
27,1378611900,Standard_HO,VM_013,19
27,1378611900,WA-AHO,VM_001,19
27,1378611900,WA-AHO,VM_003,19
27,1378611900,WA-AHO,VM_011,19
27,1378611900,WA-AHO,VM_012,19
27,1378611900,WA-AHO,VM_013,19
27,1378611900,PABFD,VM_012,10
27,1378611900,PABFD,VM_011,11
27,1378611900,PABFD,VM_003,12
27,1378611900,PABFD,VM_001,11
27,1378611900,PABFD,VM_013,12
28,1378612200,Standard_HO,VM_001,19
28,1378612200,Standard_HO,VM_003,19
28,1378612200,Standard_HO,VM_011,19
28,1378612200,Standard_HO,VM_012,19
28,1378612200,Standard_HO,VM_013,19
28,1378612200,WA-AHO,VM_001,19
28,1378612200,WA-AHO,VM_003,19
28,1378612200,WA-AHO,VM_011,19
28,1378612200,WA-AHO,VM_012,19
28,1378612200,WA-AHO,VM_013,19
28,1378612200,PABFD,VM_012,10
28,1378612200,PABFD,VM_011,11
28,1378612200,PABFD,VM_003,12
28,1378612200,PABFD,VM_001,11
28,1378612200,PABFD,VM_013,12
29,1378612500,Standard_HO,VM_001,17
29,1378612500,Standard_HO,VM_003,17
29,1378612500,Standard_HO,VM_011,17
29,1378612500,Standard_HO,VM_012,17
29,1378612500,Standard_HO,VM_013,17
29,1378612500,WA-AHO,VM_001,17
29,1378612500,WA-AHO,VM_003,17
29,1378612500,WA-AHO,VM_011,17
29,1378612500,WA-AHO,VM_012,17
29,1378612500,WA-AHO,VM_013,17
29,1378612500,PABFD,VM_012,10
29,1378612500,PABFD,VM_011,11
29,1378612500,PABFD,VM_003,12
29,1378612500,PABFD,VM_001,11
29,1378612500,PABFD,VM_013,12
30,1378612800,Standard_HO,VM_001,19
30,1378612800,Standard_HO,VM_003,19
30,1378612800,Standard_HO,VM_011,19
30,1378612800,Standard_HO,VM_012,19
30,1378612800,Standard_HO,VM_013,19
30,1378612800,WA-AHO,VM_001,19
30,1378612800,WA-AHO,VM_003,19
30,1378612800,WA-AHO,VM_011,19
30,1378612800,WA-AHO,VM_012,19
30,1378612800,WA-AHO,VM_013,19
30,1378612800,PABFD,VM_012,10
30,1378612800,PABFD,VM_011,11
30,1378612800,PABFD,VM_003,12
30,1378612800,PABFD,VM_001,11
30,1378612800,PABFD,VM_013,12
31,1378613100,Standard_HO,VM_001,18
31,1378613100,Standard_HO,VM_003,18
31,1378613100,Standard_HO,VM_011,18
31,1378613100,Standard_HO,VM_012,18
31,1378613100,Standard_HO,VM_013,18
31,1378613100,WA-AHO,VM_001,18
31,1378613100,WA-AHO,VM_003,18
31,1378613100,WA-AHO,VM_011,18
31,1378613100,WA-AHO,VM_012,18
31,1378613100,WA-AHO,VM_013,18
31,1378613100,PABFD,VM_012,10
31,1378613100,PABFD,VM_011,11
31,1378613100,PABFD,VM_003,12
31,1378613100,PABFD,VM_001,11
31,1378613100,PABFD,VM_013,12
32,1378613400,Standard_HO,VM_001,18
32,1378613400,Standard_HO,VM_003,18
32,1378613400,Standard_HO,VM_011,18
32,1378613400,Standard_HO,VM_012,18
32,1378613400,Standard_HO,VM_013,18
32,1378613400,WA-AHO,VM_001,18
32,1378613400,WA-AHO,VM_003,18
32,1378613400,WA-AHO,VM_011,18
32,1378613400,WA-AHO,VM_012,18
32,1378613400,WA-AHO,VM_013,18
32,1378613400,PABFD,VM_012,10
32,1378613400,PABFD,VM_011,11
32,1378613400,PABFD,VM_003,12
32,1378613400,PABFD,VM_001,11
32,1378613400,PABFD,VM_013,12
33,1378613700,Standard_HO,VM_001,17
33,1378613700,Standard_HO,VM_003,17
33,1378613700,Standard_HO,VM_011,14
33,1378613700,Standard_HO,VM_012,17
33,1378613700,Standard_HO,VM_013,14
33,1378613700,Standard_HO,VM_023,17
33,1378613700,Standard_HO,VM_025,17
33,1378613700,WA-AHO,VM_001,16
33,1378613700,WA-AHO,VM_003,16
33,1378613700,WA-AHO,VM_011,11
33,1378613700,WA-AHO,VM_012,16
33,1378613700,WA-AHO,VM_013,11
33,1378613700,WA-AHO,VM_023,16
33,1378613700,WA-AHO,VM_025,16
33,1378613700,PABFD,VM_012,10
33,1378613700,PABFD,VM_011,11
33,1378613700,PABFD,VM_025,12
33,1378613700,PABFD,VM_003,13
33,1378613700,PABFD,VM_023,13
33,1378613700,PABFD,VM_001,11
33,1378613700,PABFD,VM_013,12
34,1378614000,Standard_HO,VM_001,19
34,1378614000,Standard_HO,VM_003,13
34,1378614000,Standard_HO,VM_011,19
34,1378614000,Standard_HO,VM_012,19
34,1378614000,Standard_HO,VM_013,19
34,1378614000,Standard_HO,VM_023,13
34,1378614000,Standard_HO,VM_025,19
34,1378614000,WA-AHO,VM_001,17
34,1378614000,WA-AHO,VM_003,17
34,1378614000,WA-AHO,VM_011,17
34,1378614000,WA-AHO,VM_012,17
34,1378614000,WA-AHO,VM_013,13
34,1378614000,WA-AHO,VM_023,17
34,1378614000,WA-AHO,VM_025,13
34,1378614000,PABFD,VM_012,10
34,1378614000,PABFD,VM_011,11
34,1378614000,PABFD,VM_025,12
34,1378614000,PABFD,VM_003,13
34,1378614000,PABFD,VM_023,13
34,1378614000,PABFD,VM_001,11
34,1378614000,PABFD,VM_013,12
35,1378614300,Standard_HO,VM_001,18
35,1378614300,Standard_HO,VM_003,18
35,1378614300,Standard_HO,VM_011,12
35,1378614300,Standard_HO,VM_012,18
35,1378614300,Standard_HO,VM_013,12
35,1378614300,Standard_HO,VM_023,18
35,1378614300,Standard_HO,VM_025,18
35,1378614300,WA-AHO,VM_001,19
35,1378614300,WA-AHO,VM_003,19
35,1378614300,WA-AHO,VM_011,13
35,1378614300,WA-AHO,VM_012,19
35,1378614300,WA-AHO,VM_013,13
35,1378614300,WA-AHO,VM_023,19
35,1378614300,WA-AHO,VM_025,19
35,1378614300,PABFD,VM_012,10
35,1378614300,PABFD,VM_011,11
35,1378614300,PABFD,VM_025,12
35,1378614300,PABFD,VM_003,13
35,1378614300,PABFD,VM_023,13
35,1378614300,PABFD,VM_001,11
35,1378614300,PABFD,VM_013,12
36,1378614600,Standard_HO,VM_001,17
36,1378614600,Standard_HO,VM_003,17
36,1378614600,Standard_HO,VM_011,10
36,1378614600,Standard_HO,VM_012,17
36,1378614600,Standard_HO,VM_013,10
36,1378614600,Standard_HO,VM_023,17
36,1378614600,Standard_HO,VM_025,17
36,1378614600,WA-AHO,VM_001,19
36,1378614600,WA-AHO,VM_003,19
36,1378614600,WA-AHO,VM_011,14
36,1378614600,WA-AHO,VM_012,19
36,1378614600,WA-AHO,VM_013,14
36,1378614600,WA-AHO,VM_023,19
36,1378614600,WA-AHO,VM_025,19
36,1378614600,PABFD,VM_012,10
36,1378614600,PABFD,VM_011,11
36,1378614600,PABFD,VM_025,12
36,1378614600,PABFD,VM_003,13
36,1378614600,PABFD,VM_023,13
36,1378614600,PABFD,VM_001,11
36,1378614600,PABFD,VM_013,12
37,1378614900,Standard_HO,VM_001,16
37,1378614900,Standard_HO,VM_003,16
37,1378614900,Standard_HO,VM_011,13
37,1378614900,Standard_HO,VM_012,16
37,1378614900,Standard_HO,VM_013,13
37,1378614900,Standard_HO,VM_023,16
37,1378614900,Standard_HO,VM_025,16
37,1378614900,WA-AHO,VM_001,19
37,1378614900,WA-AHO,VM_003,19
37,1378614900,WA-AHO,VM_011,12
37,1378614900,WA-AHO,VM_012,19
37,1378614900,WA-AHO,VM_013,12
37,1378614900,WA-AHO,VM_023,19
37,1378614900,WA-AHO,VM_025,19
37,1378614900,PABFD,VM_012,10
37,1378614900,PABFD,VM_011,11
37,1378614900,PABFD,VM_025,12
37,1378614900,PABFD,VM_003,13
37,1378614900,PABFD,VM_023,13
37,1378614900,PABFD,VM_001,11
37,1378614900,PABFD,VM_013,12
38,1378615200,Standard_HO,VM_001,18
38,1378615200,Standard_HO,VM_003,18
38,1378615200,Standard_HO,VM_011,14
38,1378615200,Standard_HO,VM_012,18
38,1378615200,Standard_HO,VM_013,14
38,1378615200,Standard_HO,VM_023,18
38,1378615200,Standard_HO,VM_025,18
38,1378615200,WA-AHO,VM_001,17
38,1378615200,WA-AHO,VM_003,17
38,1378615200,WA-AHO,VM_011,17
38,1378615200,WA-AHO,VM_012,17
38,1378615200,WA-AHO,VM_013,11
38,1378615200,WA-AHO,VM_023,17
38,1378615200,WA-AHO,VM_025,11
38,1378615200,PABFD,VM_012,10
38,1378615200,PABFD,VM_011,11
38,1378615200,PABFD,VM_025,12
38,1378615200,PABFD,VM_003,13
38,1378615200,PABFD,VM_023,13
38,1378615200,PABFD,VM_001,11
38,1378615200,PABFD,VM_013,12
39,1378615500,Standard_HO,VM_001,18
39,1378615500,Standard_HO,VM_003,18
39,1378615500,Standard_HO,VM_011,13
39,1378615500,Standard_HO,VM_012,18
39,1378615500,Standard_HO,VM_013,13
39,1378615500,Standard_HO,VM_023,18
39,1378615500,Standard_HO,VM_025,18
39,1378615500,WA-AHO,VM_001,17
39,1378615500,WA-AHO,VM_003,17
39,1378615500,WA-AHO,VM_011,13
39,1378615500,WA-AHO,VM_012,17
39,1378615500,WA-AHO,VM_013,13
39,1378615500,WA-AHO,VM_023,17
39,1378615500,WA-AHO,VM_025,17
39,1378615500,PABFD,VM_012,10
39,1378615500,PABFD,VM_011,11
39,1378615500,PABFD,VM_025,12
39,1378615500,PABFD,VM_003,13
39,1378615500,PABFD,VM_023,13
39,1378615500,PABFD,VM_001,11
39,1378615500,PABFD,VM_013,12
40,1378615800,Standard_HO,VM_001,18
40,1378615800,Standard_HO,VM_003,18
40,1378615800,Standard_HO,VM_011,15
40,1378615800,Standard_HO,VM_012,18
40,1378615800,Standard_HO,VM_013,15
40,1378615800,Standard_HO,VM_023,18
40,1378615800,Standard_HO,VM_025,18
40,1378615800,WA-AHO,VM_001,19
40,1378615800,WA-AHO,VM_003,19
40,1378615800,WA-AHO,VM_011,10
40,1378615800,WA-AHO,VM_012,19
40,1378615800,WA-AHO,VM_013,10
40,1378615800,WA-AHO,VM_023,19
40,1378615800,WA-AHO,VM_025,19
40,1378615800,PABFD,VM_012,10
40,1378615800,PABFD,VM_011,11
40,1378615800,PABFD,VM_025,12
40,1378615800,PABFD,VM_003,13
40,1378615800,PABFD,VM_023,13
40,1378615800,PABFD,VM_001,11
40,1378615800,PABFD,VM_013,12
41,1378616100,Standard_HO,VM_001,18
41,1378616100,Standard_HO,VM_003,18
41,1378616100,Standard_HO,VM_011,11
41,1378616100,Standard_HO,VM_012,18
41,1378616100,Standard_HO,VM_013,11
41,1378616100,Standard_HO,VM_023,18
41,1378616100,Standard_HO,VM_025,18
41,1378616100,WA-AHO,VM_001,17
41,1378616100,WA-AHO,VM_003,17
41,1378616100,WA-AHO,VM_011,13
41,1378616100,WA-AHO,VM_012,17
41,1378616100,WA-AHO,VM_013,13
41,1378616100,WA-AHO,VM_023,17
41,1378616100,WA-AHO,VM_025,17
41,1378616100,PABFD,VM_012,10
41,1378616100,PABFD,VM_011,11
41,1378616100,PABFD,VM_025,12
41,1378616100,PABFD,VM_003,13
41,1378616100,PABFD,VM_023,13
41,1378616100,PABFD,VM_001,11
41,1378616100,PABFD,VM_013,12
42,1378616400,Standard_HO,VM_001,19
42,1378616400,Standard_HO,VM_003,19
42,1378616400,Standard_HO,VM_011,10
42,1378616400,Standard_HO,VM_012,19
42,1378616400,Standard_HO,VM_013,10
42,1378616400,Standard_HO,VM_023,19
42,1378616400,Standard_HO,VM_025,19
42,1378616400,WA-AHO,VM_001,19
42,1378616400,WA-AHO,VM_003,19
42,1378616400,WA-AHO,VM_011,10
42,1378616400,WA-AHO,VM_012,19
42,1378616400,WA-AHO,VM_013,10
42,1378616400,WA-AHO,VM_023,19
42,1378616400,WA-AHO,VM_025,19
42,1378616400,PABFD,VM_012,10
42,1378616400,PABFD,VM_011,11
